age,age_group,bmi,bmi_category,calories,duration,heart_rate,height,weight,Intensity Index,Calorie per kg,Gender,Gender Numeric,scaled_intensity_index,Age group 10 year,Intensity Level,duration_bin,heart_rate_bin
54,48-53,23.18367347,Normal,50.0,11,88,175,71,8.15651298,0.704225352,Female,1,1.351938905,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
21,18-23,23.03004535,Normal,184.0,28,112,168,65,25.2832403,2.830769231,Female,1,2.13866889,15-24,Low,21-30 min,High (100-119 bpm)
49,48-53,24.89814396,Normal,112.0,19,98,188,88,17.46710829,1.272727273,Male,0,1.779628584,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
79,78-83,24.9107674,Normal,72.0,12,97,164,67,9.527750626,1.074626866,Female,1,1.414927808,75-80,Very Low,11-20 min,Moderate (80-99 bpm)
48,42-47,25.46401086,Overweight,4.0,1,87,188,90,0.825354469,0.044444444,Male,0,1.015176246,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
51,48-53,24.43518667,Normal,134.0,22,102,158,61,17.52620027,2.196721311,Female,1,1.782343021,45-54,Very Low,21-30 min,High (100-119 bpm)
52,48-53,22.7189744,Normal,83.0,16,93,157,56,11.13517238,1.482142857,Female,1,1.488766019,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
79,78-83,27.10204082,Overweight,206.0,24,107,175,83,23.39559343,2.481927711,Male,0,2.051958314,75-80,Low,21-30 min,High (100-119 bpm)
63,60-65,24.38652644,Normal,132.0,20,105,162,64,16.8,2.0625,Female,1,1.748984428,55-64,Very Low,11-20 min,High (100-119 bpm)
24,18-23,26.02304899,Overweight,16.0,6,84,187,91,4.807853575,0.175824176,Male,0,1.198115544,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
55,54-59,24.96494648,Normal,88.0,14,101,171,73,12.0812213,1.205479452,Male,0,1.532223536,55-64,Very Low,11-20 min,High (100-119 bpm)
22,18-23,22.64086462,Normal,11.0,3,82,153,53,1.790907033,0.20754717,Female,1,1.05952968,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
43,42-47,25.43268596,Overweight,91.0,17,98,174,77,14.61909067,1.181818182,Male,0,1.648802605,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
37,36-41,25.50404038,Overweight,27.0,8,84,193,95,6.5498458,0.284210526,Male,0,1.278135357,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
20,18-23,23.95122659,Normal,43.0,9,96,166,66,7.019169182,0.651515152,Female,1,1.299694103,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
36,30-35,25.76298058,Overweight,54.0,13,92,174,78,10.562786,0.692307692,Male,0,1.46247299,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
69,66-71,22.5710475,Normal,8.0,3,69,171,66,1.68167595,0.121212121,Female,1,1.054512062,65-74,Very Low,0-10 min,Low (<=79 bpm)
44,42-47,23.922423,Normal,39.0,8,91,153,56,5.447853155,0.696428571,Female,1,1.227514439,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
72,66-71,26.31463532,Overweight,59.0,11,92,151,60,7.838918293,0.983333333,Female,1,1.337349938,65-74,Very Low,11-20 min,Moderate (80-99 bpm)
37,36-41,23.68804665,Normal,45.0,10,92,196,91,8.776240653,0.494505495,Male,0,1.380406594,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
53,48-53,22.60026298,Normal,54.0,12,86,156,55,7.653516839,0.981818182,Female,1,1.328833373,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
21,18-23,25.9043101,Overweight,120.0,24,102,179,83,22.3023414,1.445783133,Male,0,2.001738903,15-24,Low,21-30 min,High (100-119 bpm)
43,42-47,23.92568962,Normal,47.0,9,94,146,51,6.041648451,0.921568627,Female,1,1.254790903,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
37,36-41,23.22543185,Normal,162.0,28,102,166,64,22.848,2.53125,Female,1,2.026804169,35-44,Low,21-30 min,High (100-119 bpm)
59,54-59,24.22145329,Normal,11.0,3,80,170,70,2.007984064,0.157142857,Female,1,1.069501287,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
27,24-29,25.33333333,Overweight,157.0,29,99,150,57,21.67557466,2.754385965,Female,1,1.972947869,25-34,Very Low,21-30 min,Moderate (80-99 bpm)
42,36-41,24.57786715,Normal,76.0,14,99,177,77,12.16210064,0.987012987,Male,0,1.535938794,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
38,36-41,25.47521066,Overweight,88.0,15,101,189,91,14.4521789,0.967032967,Male,0,1.641135379,35-44,Very Low,11-20 min,High (100-119 bpm)
50,48-53,24.39626107,Normal,104.0,22,90,191,89,18.67928264,1.168539326,Male,0,1.835310787,45-54,Very Low,21-30 min,Moderate (80-99 bpm)
23,18-23,24.56931437,Normal,87.0,19,98,186,85,17.16679178,1.023529412,Male,0,1.765833304,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
27,24-29,26.31578947,Overweight,103.0,19,101,190,95,18.70409835,1.084210526,Male,0,1.836450716,25-34,Very Low,11-20 min,High (100-119 bpm)
52,48-53,21.77384236,Normal,16.0,4,81,166,60,2.509693208,0.266666667,Female,1,1.0925477,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
22,18-23,26.0351054,Overweight,8.0,5,77,189,93,3.712805543,0.086021505,Male,0,1.147813632,15-24,Very Low,0-10 min,Low (<=79 bpm)
49,48-53,24.04934359,Normal,190.0,25,110,188,85,25.35374726,2.235294118,Male,0,2.141907684,45-54,Low,21-30 min,High (100-119 bpm)
27,24-29,24.20866306,Normal,91.0,18,99,196,93,17.18498566,0.978494624,Male,0,1.766669054,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
56,54-59,25.20920136,Overweight,50.0,10,92,169,72,7.806458864,0.694444444,Male,0,1.335858888,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
53,48-53,24.6097337,Normal,131.0,21,104,165,67,17.87681045,1.955223881,Female,1,1.798448582,45-54,Very Low,21-30 min,High (100-119 bpm)
29,24-29,25.95155709,Overweight,35.0,9,93,170,75,7.24863263,0.466666667,Male,0,1.310234691,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
20,18-23,23.67125363,Normal,110.0,21,101,178,75,18.36839881,1.466666667,Female,1,1.821030088,15-24,Very Low,21-30 min,High (100-119 bpm)
29,24-29,23.79552644,Normal,65.0,18,90,189,85,14.93566202,0.764705882,Male,0,1.663344565,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
54,48-53,24.30724356,Normal,149.0,26,96,187,85,23.01198297,1.752941176,Male,0,2.034336859,45-54,Low,21-30 min,Moderate (80-99 bpm)
62,60-65,23.80869017,Normal,59.0,13,88,169,68,9.433665671,0.867647059,Male,0,1.41060594,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
41,36-41,22.5308642,Normal,219.0,29,119,180,73,29.48535693,3.0,Female,1,2.331696495,35-44,Low,21-30 min,High (100-119 bpm)
37,36-41,26.79493802,Overweight,11.0,3,88,176,83,2.405154465,0.13253012,Male,0,1.087745629,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
44,42-47,21.63114885,Normal,70.0,12,100,158,54,8.818163074,1.296296296,Female,1,1.382332334,35-44,Very Low,11-20 min,High (100-119 bpm)
39,36-41,26.26196308,Overweight,161.0,26,101,199,104,26.78005049,1.548076923,Male,0,2.207426069,35-44,Low,21-30 min,High (100-119 bpm)
46,42-47,23.24340802,Normal,87.0,15,100,162,61,11.71537451,1.426229508,Female,1,1.51541807,45-54,Very Low,11-20 min,High (100-119 bpm)
44,42-47,26.12244898,Overweight,22.0,5,91,175,80,4.069643719,0.275,Male,0,1.164205281,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
35,30-35,25.1063327,Overweight,66.0,15,93,184,85,12.86126452,0.776470588,Male,0,1.568055448,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
25,24-29,25.6989887,Overweight,101.0,19,99,200,108,19.54792541,0.935185185,Male,0,1.875212591,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
58,54-59,26.4915082,Overweight,109.0,19,99,166,73,16.07127104,1.493150685,Female,1,1.715509678,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
26,24-29,24.02380867,Normal,124.0,19,111,167,67,17.262909,1.850746269,Female,1,1.770248525,25-34,Very Low,11-20 min,High (100-119 bpm)
21,18-23,22.5981405,Normal,6.0,2,78,176,70,1.305189641,0.085714286,Female,1,1.037217861,15-24,Very Low,0-10 min,Low (<=79 bpm)
32,30-35,23.73866213,Normal,52.0,11,93,168,67,8.373615886,0.776119403,Female,1,1.361911701,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
71,66-71,24.50894577,Normal,73.0,11,105,169,70,9.663423306,1.042857143,Female,1,1.421160042,65-74,Very Low,11-20 min,High (100-119 bpm)
32,30-35,20.28479857,Normal,171.0,28,104,157,50,20.59094947,3.42,Female,1,1.923124739,25-34,Very Low,21-30 min,High (100-119 bpm)
38,36-41,23.84803048,Normal,9.0,3,82,191,87,2.294535247,0.103448276,Male,0,1.082664246,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
27,24-29,25.51020408,Overweight,80.0,17,96,196,98,16.15597574,0.816326531,Male,0,1.719400656,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
20,18-23,24.96800974,Normal,13.0,6,84,179,80,4.507913043,0.1625,Male,0,1.184337534,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
54,48-53,24.25127831,Normal,47.0,12,84,185,83,9.183317048,0.56626506,Male,0,1.399105975,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
27,24-29,22.83287935,Normal,178.0,27,110,158,57,22.42300827,3.122807018,Female,1,2.007281833,25-34,Low,21-30 min,High (100-119 bpm)
21,18-23,23.30668005,Normal,97.0,21,102,167,65,17.2693561,1.492307692,Male,0,1.770544678,15-24,Very Low,21-30 min,High (100-119 bpm)
67,66-71,24.12879237,Normal,37.0,8,86,159,61,5.373451777,0.606557377,Female,1,1.224096752,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
64,60-65,24.44727891,Normal,48.0,11,85,168,69,7.766693312,0.695652174,Female,1,1.334032225,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
29,24-29,26.58420139,Overweight,52.0,12,93,192,98,11.04783635,0.530612245,Male,0,1.484754168,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
68,66-71,21.96712018,Normal,14.0,3,85,168,62,2.007872008,0.225806452,Female,1,1.06949614,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
42,36-41,21.3251339,Normal,85.0,17,91,142,43,10.1443574,1.976744186,Female,1,1.443252136,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
28,24-29,23.0400202,Normal,18.0,5,84,178,73,3.588481573,0.246575342,Female,1,1.142102711,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
21,18-23,22.99262444,Normal,44.0,13,92,183,77,10.49485741,0.571428571,Male,0,1.459352636,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
25,24-29,25.60553633,Overweight,13.0,4,90,170,74,3.096837096,0.175675676,Male,0,1.119518627,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
24,18-23,24.81096408,Normal,84.0,19,97,184,84,16.89137401,1.0,Male,0,1.753181767,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
52,48-53,26.67487432,Overweight,20.0,5,86,171,78,3.797657173,0.256410256,Male,0,1.15171136,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
53,48-53,23.66524436,Normal,48.0,10,90,167,66,7.311634564,0.727272727,Female,1,1.313128736,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
34,30-35,24.22145329,Normal,38.0,9,89,170,70,6.701646813,0.542857143,Female,1,1.285108458,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
49,48-53,25.99090318,Overweight,17.0,6,80,171,76,4.184542986,0.223684211,Male,0,1.169483271,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
20,18-23,23.59700421,Normal,155.0,25,109,171,69,22.63555003,2.246376812,Female,1,2.017045109,15-24,Low,21-30 min,High (100-119 bpm)
27,24-29,21.88707637,Normal,34.0,8,89,171,64,5.696,0.53125,Female,1,1.238913264,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
79,78-83,27.76342975,Overweight,158.0,20,102,176,86,18.91818173,1.837209302,Male,0,1.846284809,75-80,Very Low,11-20 min,High (100-119 bpm)
75,72-77,23.03004535,Normal,45.0,10,84,168,65,6.772296509,0.692307692,Male,0,1.288353809,75-80,Very Low,0-10 min,Moderate (80-99 bpm)
58,54-59,25.50404038,Overweight,132.0,20,99,193,95,19.2986528,1.389473684,Male,0,1.863762053,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
42,36-41,22.58270917,Normal,12.0,3,83,163,60,1.928745706,0.2,Female,1,1.06586141,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
48,42-47,25.05930703,Overweight,43.0,9,93,173,75,7.24863263,0.573333333,Male,0,1.310234691,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
64,60-65,26.02987777,Overweight,124.0,17,102,188,92,16.63194372,1.347826087,Male,0,1.741264628,55-64,Very Low,11-20 min,High (100-119 bpm)
20,18-23,23.1206236,Normal,130.0,26,98,174,70,21.31809748,1.857142857,Female,1,1.956526867,15-24,Very Low,21-30 min,Moderate (80-99 bpm)
69,66-71,26.93586352,Overweight,10.0,2,83,200,111,1.748918523,0.09009009,Male,0,1.057600904,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
39,36-41,25.5588462,Overweight,6.0,2,77,157,63,1.222337106,0.095238095,Female,1,1.033411963,35-44,Very Low,0-10 min,Low (<=79 bpm)
70,66-71,24.30461788,Normal,48.0,10,87,161,63,6.905410922,0.761904762,Female,1,1.294468526,65-74,Very Low,0-10 min,Moderate (80-99 bpm)
47,42-47,24.53512397,Normal,23.0,7,78,176,76,4.759917646,0.302631579,Female,1,1.195913568,45-54,Very Low,0-10 min,Low (<=79 bpm)
26,24-29,27.16049383,Overweight,15.0,4,91,180,88,3.414622673,0.170454545,Male,0,1.134116362,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
64,60-65,22.75830678,Normal,92.0,17,94,169,65,12.88348788,1.415384615,Female,1,1.569076296,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
22,18-23,23.10843458,Normal,21.0,6,83,169,66,4.045771126,0.318181818,Female,1,1.163108674,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
25,24-29,23.0256846,Normal,168.0,28,107,191,84,27.45879356,2.0,Male,0,2.238604677,25-34,Low,21-30 min,High (100-119 bpm)
64,60-65,25.51020408,Overweight,264.0,30,115,168,72,29.27422074,3.666666667,Male,0,2.321997784,55-64,Low,21-30 min,High (100-119 bpm)
28,24-29,25.99243856,Overweight,3.0,1,86,184,88,0.806751511,0.034090909,Male,0,1.014321705,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
46,42-47,23.28341855,Normal,81.0,14,99,148,51,9.898019802,1.588235294,Female,1,1.431936421,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
38,36-41,26.34649403,Overweight,83.0,17,94,163,70,13.36982722,1.185714286,Female,1,1.591416685,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
38,36-41,24.55775234,Normal,204.0,28,115,155,59,24.73328931,3.457627119,Female,1,2.113406449,35-44,Low,21-30 min,High (100-119 bpm)
36,30-35,23.37257618,Normal,42.0,10,86,152,54,6.319683536,0.777777778,Female,1,1.267562668,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
76,72-77,22.78330889,Normal,8.0,2,78,179,73,1.332864584,0.109589041,Female,1,1.038489131,75-80,Very Low,0-10 min,Low (<=79 bpm)
23,18-23,21.13271344,Normal,93.0,17,102,182,70,14.50768486,1.328571429,Female,1,1.64368509,15-24,Very Low,11-20 min,High (100-119 bpm)
63,60-65,26.79493802,Overweight,35.0,7,88,176,83,5.612027085,0.421686747,Male,0,1.2350559,55-64,Very Low,0-10 min,Moderate (80-99 bpm)
20,18-23,23.87511478,Normal,24.0,7,83,165,65,4.684171752,0.369230769,Female,1,1.19243412,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
22,18-23,23.78121284,Normal,13.0,3,89,145,50,1.887975106,0.26,Female,1,1.063988579,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
34,30-35,23.4375,Normal,13.0,4,78,160,60,2.416741608,0.216666667,Female,1,1.088277894,25-34,Very Low,0-10 min,Low (<=79 bpm)
45,42-47,24.74093729,Normal,47.0,9,96,167,69,7.176923018,0.68115942,Female,1,1.306940653,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
28,24-29,25.01352082,Overweight,131.0,24,104,172,74,21.47140387,1.77027027,Male,0,1.96356912,25-34,Very Low,21-30 min,High (100-119 bpm)
32,30-35,26.06167931,Overweight,34.0,8,94,173,78,6.641484171,0.435897436,Male,0,1.282344839,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
28,24-29,24.65483235,Normal,142.0,25,102,156,60,19.75221507,2.366666667,Female,1,1.8845968,25-34,Very Low,21-30 min,High (100-119 bpm)
26,24-29,25.39021852,Overweight,120.0,23,105,155,61,18.86175297,1.967213115,Male,0,1.843692708,25-34,Very Low,21-30 min,High (100-119 bpm)
39,36-41,25.47521066,Overweight,57.0,13,91,189,91,11.28510075,0.626373626,Male,0,1.495653099,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
47,42-47,25.22786458,Overweight,132.0,25,94,192,93,22.66257929,1.419354839,Male,0,2.01828672,45-54,Low,21-30 min,Moderate (80-99 bpm)
30,24-29,26.5831758,Overweight,76.0,14,101,184,90,13.41438183,0.844444444,Male,0,1.593463337,25-34,Very Low,11-20 min,High (100-119 bpm)
60,54-59,22.48132907,Normal,176.0,24,112,162,59,20.64691977,2.983050847,Female,1,1.92569578,55-64,Very Low,21-30 min,High (100-119 bpm)
21,18-23,23.87511478,Normal,142.0,24,106,165,65,20.51038371,2.184615385,Female,1,1.919423886,15-24,Very Low,21-30 min,High (100-119 bpm)
24,18-23,23.71960925,Normal,134.0,20,114,179,76,19.87657918,1.763157895,Female,1,1.890309566,15-24,Very Low,11-20 min,High (100-119 bpm)
21,18-23,25.66115203,Overweight,56.0,15,93,182,85,12.86126452,0.658823529,Male,0,1.568055448,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
48,42-47,24.98356345,Normal,78.0,15,93,195,95,13.59677811,0.821052632,Male,0,1.601841856,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
22,18-23,22.92097107,Normal,3.0,1,78,176,71,0.657239682,0.042253521,Female,1,1.007453759,15-24,Very Low,0-10 min,Low (<=79 bpm)
30,24-29,26.56683975,Overweight,8.0,4,78,182,88,2.926819434,0.090909091,Male,0,1.111708729,25-34,Very Low,0-10 min,Low (<=79 bpm)
52,48-53,23.93606231,Normal,206.0,29,111,157,59,24.72560816,3.491525424,Female,1,2.113053609,45-54,Low,21-30 min,High (100-119 bpm)
21,18-23,23.67125363,Normal,58.0,16,94,178,75,13.02502207,0.773333333,Male,0,1.575577783,15-24,Very Low,11-20 min,Moderate (80-99 bpm)
31,30-35,23.30109483,Normal,39.0,9,90,177,73,6.920643034,0.534246575,Female,1,1.295168226,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
63,60-65,26.3958034,Overweight,98.0,18,92,173,79,14.71884996,1.240506329,Male,0,1.653385129,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
23,18-23,21.92612582,Normal,111.0,19,103,154,52,14.11212769,2.134615385,Female,1,1.625514853,15-24,Very Low,11-20 min,High (100-119 bpm)
59,54-59,22.67995241,Normal,120.0,20,100,164,61,15.62049935,1.967213115,Female,1,1.694803118,55-64,Very Low,11-20 min,High (100-119 bpm)
21,18-23,22.20408163,Normal,26.0,7,85,175,68,4.906495694,0.382352941,Female,1,1.202646749,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
70,66-71,24.00548697,Normal,161.0,27,98,162,63,21.00197391,2.555555556,Female,1,1.942005477,65-74,Very Low,21-30 min,Moderate (80-99 bpm)
37,36-41,25.76177285,Overweight,65.0,15,91,190,93,13.16358329,0.698924731,Male,0,1.581942704,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
29,24-29,24.93372049,Normal,2.0,1,82,178,79,0.728831942,0.025316456,Male,0,1.010742407,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
78,72-77,24.24391847,Normal,16.0,4,77,156,59,2.36579289,0.271186441,Female,1,1.085937523,75-80,Very Low,0-10 min,Low (<=79 bpm)
32,30-35,23.0400202,Normal,101.0,18,102,178,73,15.68679088,1.383561644,Female,1,1.697848273,25-34,Very Low,11-20 min,High (100-119 bpm)
56,54-59,27.08415907,Overweight,160.0,24,102,174,82,22.16758282,1.951219512,Male,0,1.995548659,55-64,Very Low,21-30 min,High (100-119 bpm)
26,24-29,24.75,Normal,55.0,13,93,200,99,12.02939811,0.555555556,Male,0,1.529842996,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
38,36-41,24.02380867,Normal,23.0,6,84,167,67,4.125417797,0.343283582,Female,1,1.166767308,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
58,54-59,25.38146854,Overweight,93.0,16,95,183,85,14.01370758,1.094117647,Male,0,1.620993847,55-64,Very Low,11-20 min,Moderate (80-99 bpm)
52,48-53,21.93634741,Normal,145.0,24,101,164,59,18.61909729,2.457627119,Female,1,1.832546124,45-54,Very Low,21-30 min,High (100-119 bpm)
73,72-77,23.4375,Normal,150.0,21,108,160,60,17.56785246,2.5,Female,1,1.784256348,65-74,Very Low,21-30 min,High (100-119 bpm)
21,18-23,24.25867407,Normal,116.0,20,106,177,76,18.48173152,1.526315789,Female,1,1.826236117,15-24,Very Low,11-20 min,High (100-119 bpm)
35,30-35,22.265625,Normal,131.0,22,103,160,57,17.10792483,2.298245614,Female,1,1.763129203,35-44,Very Low,21-30 min,High (100-119 bpm)
30,24-29,22.94811574,Normal,47.0,11,89,167,64,7.832,0.734375,Female,1,1.33703214,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
61,60-65,24.14151925,Normal,168.0,25,106,155,58,20.18179873,2.896551724,Female,1,1.904330071,55-64,Very Low,21-30 min,High (100-119 bpm)
46,42-47,24.96494648,Normal,205.0,28,116,171,73,27.75092416,2.808219178,Female,1,2.252023931,45-54,Low,21-30 min,High (100-119 bpm)
51,48-53,26.39797739,Overweight,18.0,6,81,164,71,4.09510879,0.253521127,Male,0,1.165375039,45-54,Very Low,0-10 min,Moderate (80-99 bpm)
39,36-41,21.56454491,Normal,123.0,22,99,164,58,16.58715382,2.120689655,Female,1,1.739207168,35-44,Very Low,21-30 min,Moderate (80-99 bpm)
23,18-23,24.09297052,Normal,23.0,7,81,168,68,4.675601779,0.338235294,Female,1,1.192040451,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
21,18-23,24.45759369,Normal,105.0,19,104,195,93,19.0558539,1.129032258,Male,0,1.85260889,15-24,Very Low,11-20 min,High (100-119 bpm)
51,48-53,25.71219869,Overweight,5.0,2,75,185,88,1.407124728,0.056818182,Male,0,1.041900331,45-54,Very Low,0-10 min,Low (<=79 bpm)
26,24-29,21.60410478,Normal,136.0,21,109,161,56,17.12930752,2.428571429,Female,1,1.764111434,25-34,Very Low,21-30 min,High (100-119 bpm)
48,42-47,24.478858,Normal,186.0,27,104,197,95,27.36899852,1.957894737,Male,0,2.23447987,45-54,Low,21-30 min,High (100-119 bpm)
44,42-47,26.49302563,Overweight,205.0,28,110,177,83,28.06013542,2.469879518,Male,0,2.266227799,35-44,Low,21-30 min,High (100-119 bpm)
37,36-41,22.58270917,Normal,80.0,17,91,163,60,11.98301047,1.333333333,Female,1,1.527712143,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
25,24-29,21.90758246,Normal,20.0,5,85,157,54,3.123099422,0.37037037,Female,1,1.120725008,25-34,Very Low,0-10 min,Moderate (80-99 bpm)
24,18-23,24.43018605,Normal,18.0,5,90,193,91,4.292726406,0.197802198,Male,0,1.174452763,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
41,36-41,22.35174287,Normal,142.0,25,102,188,79,22.66489576,1.797468354,Female,1,2.018393129,35-44,Low,21-30 min,High (100-119 bpm)
46,42-47,23.14814815,Normal,58.0,12,93,180,75,9.664843506,0.773333333,Female,1,1.42122528,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
27,24-29,26.03082049,Overweight,83.0,20,92,196,100,18.4,0.83,Male,0,1.822481714,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
41,36-41,24.39626107,Normal,75.0,18,89,191,89,15.11323777,0.842696629,Female,1,1.67150165,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
41,36-41,23.72281065,Normal,169.0,28,104,173,71,24.53694814,2.38028169,Male,0,2.10438736,35-44,Low,21-30 min,High (100-119 bpm)
59,54-59,24.44468062,Normal,137.0,19,103,194,92,18.77088458,1.489130435,Male,0,1.839518596,55-64,Very Low,11-20 min,High (100-119 bpm)
78,72-77,23.87511478,Normal,191.0,28,105,165,65,23.70303778,2.938461538,Female,1,2.066081017,75-80,Low,21-30 min,High (100-119 bpm)
45,42-47,22.2136785,Normal,180.0,29,103,153,52,21.53956332,3.461538462,Female,1,1.966700079,45-54,Very Low,21-30 min,High (100-119 bpm)
42,36-41,23.30905307,Normal,4.0,1,79,155,56,0.591181867,0.071428571,Female,1,1.00441934,35-44,Very Low,0-10 min,Low (<=79 bpm)
52,48-53,24.14151925,Normal,143.0,21,108,155,58,17.2725734,2.465517241,Female,1,1.770692467,45-54,Very Low,21-30 min,High (100-119 bpm)
50,48-53,24.69864963,Normal,68.0,13,93,193,92,11.59632062,0.739130435,Male,0,1.509949234,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
31,30-35,23.22543185,Normal,199.0,29,113,166,64,26.216,3.109375,Female,1,2.181515956,25-34,Low,21-30 min,High (100-119 bpm)
27,24-29,26.19184929,Overweight,72.0,17,91,200,109,16.15115417,0.660550459,Male,0,1.719179174,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
38,36-41,25.029761,Overweight,164.0,25,107,181,82,24.22315524,2.0,Male,0,2.08997303,35-44,Low,21-30 min,High (100-119 bpm)
25,24-29,26.79493802,Overweight,50.0,17,87,176,83,13.47433126,0.602409639,Male,0,1.596217162,25-34,Very Low,11-20 min,Moderate (80-99 bpm)
42,36-41,25.20920136,Overweight,45.0,10,90,169,72,7.636753237,0.625,Female,1,1.328063323,35-44,Very Low,0-10 min,Moderate (80-99 bpm)
44,42-47,25.28010986,Overweight,183.0,28,105,179,81,26.46,2.259259259,Male,0,2.192724292,35-44,Low,21-30 min,High (100-119 bpm)
47,42-47,20.36188625,Normal,102.0,20,91,147,44,12.07251424,2.318181818,Female,1,1.53182357,45-54,Very Low,11-20 min,Moderate (80-99 bpm)
74,72-77,26.14927686,Overweight,74.0,12,93,176,81,10.044,0.913580247,Male,0,1.438642138,65-74,Very Low,11-20 min,Moderate (80-99 bpm)
36,30-35,23.88844098,Normal,74.0,16,95,183,80,13.5952933,0.925,Male,0,1.60177365,35-44,Very Low,11-20 min,Moderate (80-99 bpm)
24,18-23,21.36686914,Normal,16.0,5,80,181,70,3.346640106,0.228571429,Female,1,1.130993529,15-24,Very Low,0-10 min,Moderate (80-99 bpm)
64,60-65,27.17391304,Overweight,131.0,18,102,184,92,17.61029335,1.423913043,Male,0,1.786205905,55-64,Very Low,11-20 min,High (100-119 bpm)
33,30-35,24.85907356,Normal,157.0,24,110,169,71,22.2450354,2.211267606,Male,0,1.999106506,25-34,Very Low,21-30 min,High (100-119 bpm)
